time,x,y,z
470977,9,270,-11
471027,8,267,-3
471036,14,266,-4
471047,7,273,-9
471056,13,271,0
471066,12,267,-9
471075,2,273,-5
471086,14,265,1
471096,9,268,-10
471105,11,269,-3
471115,10,266,-9
471126,6,274,1
471135,14,266,-4
471145,11,265,-11
471154,5,274,-6
471164,12,269,-2
471175,10,271,-14
471184,6,274,-3
471194,14,262,-8
471204,7,271,-6
471214,10,270,2
471224,10,269,-11
471234,9,275,0
471243,11,268,-8
471254,7,272,-5
471263,15,267,-6
471273,12,267,-7
471283,12,270,1
471292,11,267,-13
471303,4,272,-2
471313,13,263,-6
471322,12,269,-9
471332,12,271,1
471342,12,266,-3
471352,4,271,-9
471362,4,276,1
471371,12,267,-11
471382,7,272,-8
471392,12,270,-3
471401,11,265,-13
471411,7,275,-3
471421,14,265,-9
471431,6,270,-10
471441,13,264,-3
471450,9,271,-12
471460,10,272,-5
471471,16,263,-8
471480,5,273,-5
471490,14,267,-5
471500,6,270,-13
471510,14,267,0
471559,9,269,-5
471559,11,267,-5
471569,6,274,-5
471579,15,266,-2
471588,9,273,-4
471599,15,269,-3
471609,12,266,-9
471618,3,274,0
471628,9,269,-12
471638,6,269,-2
471648,13,266,-1
471658,4,275,-9
471667,7,275,-1
471677,12,266,-10
471688,6,273,-1
471697,15,264,-6
471707,10,273,-10
471716,10,270,-1
471727,14,261,-13
471737,7,272,-4
471746,10,267,-8
471756,9,273,-11
471767,13,267,-3
471776,7,269,-13
471786,14,265,1
471796,7,271,-9
471805,7,273,1
471816,8,270,-6
471825,6,273,0
471835,8,268,-6
471845,5,273,-1
471855,12,268,-13
471865,7,274,0
471875,8,269,-9
471884,2,276,1
471895,13,263,-4
471904,6,272,-7
471914,12,265,3
471924,8,270,-9
471933,4,276,2
471944,11,268,-8
471954,7,270,-5
471963,13,269,3
471973,7,270,-6
471984,7,273,-2
471993,11,267,-8
472003,8,272,-8
472012,11,265,-11
472023,8,268,-9
472033,13,271,5
472081,10,268,-7
472082,15,270,-4
472091,13,268,-7
472101,8,270,-12
472112,11,269,3
472121,12,266,-9
472131,6,272,2
472141,12,267,-7
472151,4,274,-6
472161,13,264,1
472171,7,270,-7
472180,10,272,1
472190,12,264,-8
472200,6,273,-5
472210,12,272,4
472220,9,270,-10
472229,9,273,-1
472240,14,264,-10
472250,7,272,-9
472259,13,268,2
472269,7,275,-6
472280,7,272,-5
472289,13,267,-8
472299,8,272,-2
472308,14,264,-8
472318,8,270,-10
472329,12,271,-1
472338,15,262,-13
472348,6,273,-6
472358,10,268,0
472368,9,271,-11
472378,9,269,-2
472387,12,269,-5
472397,6,272,-9
472408,15,270,2
472417,8,268,-7
472427,6,276,-1
472437,16,263,0
472446,8,271,-7
472457,6,277,1
472467,11,267,-10
472476,5,270,-5
472486,16,263,-10
472496,11,270,-16
472506,10,270,-4
472516,10,269,-12
472525,5,272,-1
472536,15,263,-13
472546,9,269,-11
472555,12,268,0
472603,9,267,-4
472604,7,265,-2
472614,9,270,-2
472625,10,269,-12
472634,3,272,-2
472644,11,266,-6
472654,9,271,-5
472664,17,262,-7
472674,7,272,-4
472683,13,268,-1
472693,5,272,-10
472704,7,273,-2
472713,13,267,-5
472723,8,272,-5
472733,15,264,-12
472742,8,269,-6
472753,12,271,3
472762,11,265,-10
472772,7,273,-9
472782,12,267,1
472792,12,265,-10
472802,8,272,-2
472812,14,265,-2
472821,9,271,-12
472832,12,269,-1
472842,15,262,-11
472851,8,275,-3
472861,15,265,0
472870,8,269,-4
472881,13,268,1
472891,7,271,-7
472900,5,275,-3
472910,15,265,-8
472921,8,270,-4
472930,13,266,-4
472940,9,272,-4
472950,15,268,-1
472960,9,269,-14
472970,8,269,-2
472979,13,264,-6
472989,8,273,-9
472999,10,271,1
473009,10,268,-12
473019,8,272,-6
473029,14,265,-7
473038,12,267,-17
473049,3,274,-3
473058,12,267,-2
473068,12,266,-11
473078,5,273,-1
473126,9,267,-5
473127,10,266,-8
473138,5,272,-4
473147,11,267,-8
473157,9,269,-15
473166,8,273,0
473177,9,269,-7
473187,9,271,-11
473196,12,269,3
473206,12,267,-11
473217,8,271,-14
473226,3,270,-3
473236,12,265,-7
473245,8,271,-17
473255,3,276,-3
473266,14,263,-6
473275,13,265,-10
473285,9,271,-5
473295,14,263,-1
473305,5,274,-4
473315,14,267,1
473325,13,265,-10
473334,6,274,-6
473345,13,273,-1
473354,8,269,-10
473364,4,275,-3
473374,14,262,-8
473383,7,271,-5
473394,11,269,1
473404,6,273,-8
473413,7,273,-3
473423,13,265,-7
473433,5,272,-13
473443,13,269,-2
473453,9,267,-9
473462,12,268,0
473473,9,267,-9
473483,6,270,-7
473492,14,264,-2
473502,11,267,-11
473512,10,270,2
473522,11,265,-8
473532,6,269,-7
473541,12,272,1
473551,11,268,-12
473562,7,271,-5
473571,11,266,2
473581,9,272,0
473591,10,268,0
473601,8,268,-8
473652,10,267,-11
473660,8,268,-13
473670,13,268,2
473679,8,269,-11
473690,6,273,-1
473700,13,265,-2
473709,7,270,-5
473719,15,263,-6
473729,9,269,-5
473739,13,265,-5
473749,7,271,-11
473758,15,266,0
473768,8,269,-4
473779,10,269,-2
473788,13,264,-11
473798,12,269,2
473808,11,264,-7
473818,7,274,-1
473828,16,263,-4
473837,7,268,-16
473847,11,267,-2
473858,10,267,-9
473867,8,275,-1
473877,13,265,-10
473887,9,270,-7
473896,13,272,1
473907,7,272,-9
473916,10,269,1
473926,11,268,-8
473936,8,270,-3
473946,13,269,0
473956,8,272,-6
473966,9,272,1
473975,11,268,-11
473986,4,269,-4
473996,13,267,-4
474005,11,272,-5
474015,10,274,0
474024,9,268,-10
474035,7,271,-2
474045,12,269,-1
474054,13,263,-14
474064,6,271,-5
474075,15,264,0
474084,8,272,-7
474094,9,273,1
474103,10,267,-8
474114,7,269,-6
474124,12,271,2
474133,13,269,-10
474187,9,266,-10
474192,12,265,-9
474203,6,274,1
474212,12,265,-6
474222,4,270,-3
474232,11,269,2
474242,7,268,-5
474252,9,272,0
474262,6,272,-5
474271,6,274,1
474281,10,266,-6
474291,8,272,-8
474301,11,271,3
474311,8,271,-10
474320,7,270,-4
474331,12,265,-2
474341,11,267,-10
474350,9,271,0
474360,11,265,-9
474371,6,270,-8
474380,13,266,-3
474390,7,271,-16
474399,10,269,-1
474409,9,269,-12
474420,11,268,-2
474429,10,270,-14
474439,10,268,-1
474449,3,273,-14
474459,9,272,-3
474469,7,269,-13
474478,5,273,-3
474488,13,266,-10
474499,9,272,-3
474508,17,264,-5
474518,3,271,-7
474528,9,271,3
474537,7,272,-6
474548,6,271,-3
474558,11,266,-14
474567,10,269,-1
474577,8,268,-12
474587,7,273,0
474597,10,270,-5
474607,11,271,4
474616,11,268,-7
474627,9,269,0
474637,9,269,-11
474646,9,268,-10
474656,12,267,-2
474665,10,266,-11
474714,10,267,-6
474716,7,269,-9
474725,9,268,-13
474735,9,274,2
474745,9,269,-6
474755,7,271,-5
474765,10,275,-1
474774,12,264,-9
474784,4,273,-6
474795,12,268,-6
474804,7,272,-10
474814,11,269,-1
474824,7,271,-14
474833,7,273,-4
474844,13,267,-8
474854,7,268,-3
474863,11,263,-11
474873,8,270,-9
474883,12,271,0
474893,12,266,-10
474903,4,272,-11
474912,13,266,0
474923,7,271,-5
474933,4,275,-6
474942,15,266,-3
474952,10,269,-11
474961,11,273,3
474972,11,267,-9
474982,10,272,1
474991,10,268,-10
475001,10,271,1
475012,13,266,-5
475021,4,270,-1
475031,17,264,-5
475041,5,272,-7
475051,14,266,-4
475061,11,266,-10
475070,10,268,-1
475080,16,265,0
475090,7,271,-10
475100,7,271,-2
475110,13,267,-4
475120,7,272,-2
475129,14,264,-2
475140,8,272,-11
475149,5,274,1
475159,8,268,-11
475169,4,271,-4
475179,11,270,-1
475189,15,264,-12
475237,10,268,-6
475238,9,267,-15
475248,11,268,-13
475257,4,272,1
475268,11,263,-7
475278,8,271,-8
475287,9,272,-1
475297,11,268,-11
475308,3,275,-3
475317,13,267,0
475327,10,272,-5
475336,8,273,0
475346,7,268,-10
475357,6,271,-2
475366,13,262,-7
475376,6,273,-7
475386,15,267,-3
475396,9,270,-16
475406,11,269,1
475416,10,268,-7
475425,8,274,0
475436,7,272,-8
475445,8,270,0
475455,12,267,-10
475465,6,269,-3
475474,14,263,-2
475485,9,273,-14
475495,13,267,-5
475504,5,273,-4
475514,10,270,-3
475524,3,277,-3
475534,14,265,1
475544,7,273,-5
475553,12,268,3
475564,6,274,-7
475574,8,273,3
475583,11,267,-9
475593,7,273,0
475603,8,270,-8
475613,6,267,0
475623,10,267,-4
475632,7,273,-11
475642,10,276,-1
475653,10,267,-13
475662,5,273,3
475672,9,271,-10
475682,8,273,-3
475692,15,266,-3
475702,8,272,-4
475712,13,264,-6
475760,11,267,-5
475761,10,272,-11
475770,13,265,-12
475781,13,268,-3
475791,13,263,-12
475800,6,271,-3
475810,14,266,-2
475820,9,272,-10
475830,15,264,-1
475840,12,266,-11
475849,6,274,0
475859,11,266,-6
475870,7,271,-5
475879,9,270,3
475889,6,273,-4
475899,12,270,-2
475909,10,264,-8
475919,9,270,3
475928,13,264,-4
475938,8,271,-7
475949,11,272,2
475958,9,271,-8
475968,7,271,-4
475978,13,265,-5
475987,7,270,-11
475998,10,271,2
476007,9,271,-9
476017,6,273,-4
476027,12,268,-6
476037,6,271,-11
476047,13,268,0
476057,7,271,-2
476066,9,271,-2
476077,10,267,-11
476087,5,271,-7
476096,15,263,-3
476106,8,271,-11
476115,11,272,4
476126,9,270,-9
476136,6,274,-4
476145,14,266,-6
476155,8,272,-6
476166,14,267,-2
476175,12,266,-12
476185,11,271,1
476195,12,266,-11
476205,4,273,-13
476215,9,274,1
476224,10,271,-11
476234,5,274,-3
476282,10,266,-7
476283,6,270,-1
476294,14,263,-1
476303,10,268,-13
476313,7,275,4
476323,10,269,-8
476333,8,269,-15
476343,8,274,3
476353,12,265,-1
476362,10,273,-15
476372,8,274,1
476382,10,266,-9
476392,7,274,-6
476402,12,267,-1
476411,11,265,-15
476422,4,271,-3
476432,16,263,-10
476441,7,272,-10
476451,13,265,-5
476462,12,266,-12
476471,12,270,0
476481,11,269,-11
476490,4,270,-9
476500,14,263,-4
476511,10,271,-16
476520,13,271,0
476530,11,268,-8
476540,8,272,-7
476550,17,269,1
476560,9,272,-9
476569,13,271,1
476579,11,268,-10
476590,11,270,-3
476599,17,262,-12
476609,7,270,-3
476619,12,266,2
476628,7,270,-8
476639,11,268,1
476649,12,268,-11
476658,5,272,-1
476668,12,263,-4
476678,9,270,-11
476688,9,273,0
476698,9,272,-8
476707,8,273,-1
476718,15,262,-6
476728,8,270,-2
476737,14,263,-8
476747,6,271,-4
476758,13,266,-4
476808,10,268,-11
476816,3,274,1
476826,14,269,4
476836,10,270,-7
476846,5,272,-13
476856,11,274,1
476865,12,267,-1
476875,15,262,-8
476886,14,267,-8
476895,10,270,-12
476905,12,270,2
476915,10,268,-4
476924,10,268,-14
476935,13,262,-16
476945,9,271,-6
476954,3,271,-1
476964,12,270,4
476974,10,267,-8
476984,10,268,-16
476994,5,270,2
477003,10,267,-6
477014,10,267,-12
477024,11,268,-16
477033,8,275,-4
477043,10,274,-3
477052,15,262,-4
477063,8,274,-12
477073,9,269,0
477082,8,271,-7
477092,2,274,-3
477103,11,266,-10
477112,8,274,-6
477122,11,266,-5
477131,7,268,-10
477142,10,272,0
477152,9,265,-9
477161,7,273,-9
477171,12,267,-1
477181,13,264,-15
477191,7,272,-4
477201,12,267,-8
477211,11,270,-12
477220,12,271,1
477231,12,267,-6
477240,6,271,-5
477250,10,273,4
477260,9,270,-11
477270,6,278,-1
477280,17,265,-4
477290,10,266,-10
477338,8,268,-6
477339,10,270,-6
477348,14,266,-6
477359,4,271,-5
477369,14,267,4
477378,11,267,-12
477388,10,270,-4
477399,14,266,-5
477408,5,271,-9
477418,10,275,0
477427,8,269,-11
477437,1,273,-6
477448,11,270,-2
477457,10,270,-12
477467,5,274,-5
477477,13,266,-5
477487,8,269,-11
477497,4,276,-3
477507,15,265,-2
477516,10,266,-7
477527,6,274,1
477536,13,265,-3
477546,7,270,-8
477556,12,268,-1
477565,9,266,-13
477576,6,273,-6
477586,12,274,-2
477595,14,263,-11
477605,5,271,-2
477615,10,267,-2
477625,12,266,-14
477635,11,267,0
477644,9,270,-6
477655,8,271,-8
477665,9,276,-2
477674,10,267,-10
477684,6,271,1
477694,12,266,-2
477704,9,273,-11
477714,10,271,1
477723,12,266,-11
477733,6,275,-6
477744,14,265,-2
477753,11,269,-12
477763,12,272,-3
477773,7,271,-16
477783,8,271,-5
477793,16,264,-5
477802,5,271,-14
477812,12,273,-2
477861,9,266,-5
477861,12,270,-8
477872,8,270,2
477882,10,267,-7
477891,8,276,-1
477901,16,260,-10
477911,4,271,-1
477921,14,266,3
477931,7,271,-5
477940,13,269,1
477950,11,268,-8
477961,8,269,-1
477970,15,268,2
477980,7,269,-4
477990,6,271,-7
478000,16,263,-11
478010,7,272,-11
478019,10,271,1
478029,13,267,-11
478040,8,268,-6
478049,12,266,-3
478059,10,264,-17
478069,3,274,-1
478078,13,267,2
478089,9,266,-6
478098,8,270,-1
478108,15,263,2
478118,8,269,-5
478128,6,274,-6
478138,15,266,-4
478148,8,273,-10
478157,12,266,0
478168,10,268,-11
478178,6,275,-6
478187,14,266,0
478197,9,273,-11
478206,10,272,2
478217,9,269,-12
478227,12,269,-2
478236,12,262,-7
478246,6,275,-4
478257,14,266,0
478266,8,271,-7
478276,11,271,5
478285,11,267,-11
478296,7,270,-2
478306,10,265,-11
478315,8,273,3
478325,12,267,-4
478336,10,269,-12
478384,8,267,-5
478385,11,268,-1
478394,10,270,-15
478404,3,274,3
478414,12,267,-10
478424,8,271,-13
478434,5,275,-2
478444,11,268,-1
478453,10,269,-11
478464,7,273,1
478473,11,266,-3
478483,7,269,-5
478493,12,270,3
478502,11,268,-13
478513,4,273,-3
478523,13,266,-4
478532,6,273,-12
478542,8,274,0
478553,8,267,-9
478562,9,266,-13
478572,13,267,-3
478581,14,266,-12
478592,7,272,-3
478602,14,264,0
478611,7,270,-10
478621,11,270,-1
478631,15,264,-2
478641,8,269,-9
478651,3,275,0
478660,9,269,-7
478670,13,265,-13
478681,5,271,-4
478690,12,266,-5
478700,12,268,-17
478710,6,276,-3
478720,14,266,-1
478730,8,272,-6
478740,12,273,1
478749,11,268,-13
478759,6,273,-2
478769,12,267,-1
478779,13,265,-16
478789,11,271,-7
478798,14,266,2
478809,9,266,-10
478819,9,270,-4
478828,14,267,1
478838,9,271,-8
478848,9,273,-2
478858,11,268,-6
478909,11,265,-5
478917,7,273,-11
478927,12,267,-1
478937,8,274,-11
478947,14,268,0
478956,8,271,-7
478966,8,275,3
478977,11,264,-11
478986,6,274,-4
478996,9,268,-13
479006,9,273,0
479015,8,267,-5
479026,4,272,-4
479035,16,264,-5
479045,8,272,-9
479055,12,274,2
479065,9,270,-7
479075,5,272,1
479085,12,267,-11
479094,5,273,-8
479105,11,270,-1
479115,6,270,-13
479124,4,276,1
479134,13,265,-6
479143,10,270,-11
479154,11,272,4
479164,6,271,-11
479173,6,271,-9
479183,7,276,-2
479194,12,267,-6
479203,7,272,0
479213,10,267,-10
479222,12,270,-18
479233,5,272,-1
479243,15,264,-11
479252,8,272,-5
479262,11,269,1
479272,7,270,-9
479282,8,274,0
479292,7,270,-11
479302,6,270,-7
479311,13,266,-3
479322,9,272,-15
479331,11,273,0
479341,7,272,-5
479351,7,273,0
479361,9,268,-6
479371,8,272,-10
479381,13,268,-1
479390,13,263,-11
479438,9,267,-8
479439,13,268,-5
479450,18,264,-6
479460,5,273,-4
479469,12,269,-5
479479,12,266,-14
479490,12,269,-3
479499,14,264,-4
479509,5,272,0
479518,9,269,-10
479528,7,269,-6
479539,13,271,1
479548,12,268,-12
479558,6,270,-2
479568,13,271,-1
479578,11,268,-14
479588,8,271,-3
479598,16,262,-9
479607,4,273,-6
479618,13,265,-8
479627,10,272,-12
479637,10,271,-1
479647,14,261,-15
479656,6,271,-9
479667,15,265,-2
479677,10,267,-8
479686,4,270,1
479696,12,267,0
479706,12,267,-10
479716,10,268,-17
479726,6,272,2
479735,10,268,-9
479746,7,272,-19
479756,12,266,0
479765,9,268,-9
479775,6,272,0
479785,12,266,-4
479795,11,269,-15
479805,9,271,1
479814,9,267,-3
479824,6,274,-5
479835,8,273,1
479844,11,267,-8
479854,8,268,-3
479864,13,265,4
479874,9,268,-8
479884,6,272,-10
479893,9,273,2
479903,10,268,-5
479913,7,272,-14
479962,9,266,-5
479963,15,268,-11
479973,7,271,-10
479982,6,270,-4
479992,13,266,-2
480002,11,267,-8
480012,9,269,-7
480022,8,273,2
480031,9,269,-3
480041,9,270,-6
480052,11,269,-1
480061,11,264,-10
480071,7,271,-7
480080,13,270,0
480091,10,267,-7
480101,5,275,-9
480110,12,268,0
480120,5,271,-7
480131,9,274,2
480140,8,270,-8
480150,6,270,0
480160,12,266,-5
480169,10,268,-20
480180,5,272,-5
480189,15,263,-9
480199,8,272,-8
480209,11,270,2
480219,9,269,-8
480229,8,270,-6
480239,15,265,-3
480248,12,267,-11
480259,9,277,3
480268,12,269,-11
480278,6,274,-5
480288,15,262,-6
480297,9,270,-13
480308,12,270,1
480318,9,268,-12
480327,7,273,-7
480337,10,272,1
480348,8,270,-11
480357,6,275,0
480367,11,270,-5
480376,7,272,-9
480387,7,271,1
480397,12,265,-10
480406,6,273,-8
480416,13,264,-7
480427,5,272,-9
480436,11,273,0
480484,9,267,-5
480485,14,266,-2
480495,9,269,-11
480505,6,273,-2
480515,12,271,-1
480525,6,270,-9
480535,8,274,3
480544,10,270,-11
480555,4,273,-9
480564,9,270,3
480574,11,264,-6
480584,7,273,-10
480593,10,272,-1
480604,18,264,-2
480614,7,271,-12
480623,6,270,-4
480633,13,267,-5
480644,9,272,-15
480653,8,273,-1
480663,14,264,-1
480672,5,273,-11
480683,14,266,0
480693,10,267,-9
480702,4,272,1
480712,14,267,-3
480722,15,261,-9
480732,10,269,-16
480742,11,271,-2
480751,11,265,-8
480761,10,269,-5
480772,13,268,0
480781,8,269,-9
480791,7,273,1
480801,9,267,-10
480811,8,272,-5
480821,12,266,1
480830,7,270,-10
480840,13,271,2
480850,12,267,-7
480860,5,273,-2
480870,11,268,-3
480880,8,272,-13
480889,6,275,1
480900,11,268,-1
480910,9,267,-14
480919,6,269,-6
480929,14,265,-1
480939,12,263,-13
480949,5,272,-2
480959,13,265,-1
481007,8,267,-6
481008,14,268,-4
481018,14,264,-4
481028,6,270,-6
481038,11,272,3
481047,9,269,-11
481057,6,273,-8
481068,13,267,-2
481077,10,270,-11
481087,6,275,-4
481097,12,266,-4
481106,8,267,-8
481117,5,273,2
481126,9,269,-5
481136,8,271,-12
481146,12,270,-1
481156,13,263,-10
481166,7,273,-4
481176,13,269,-2
481185,12,266,-8
481196,8,272,-4
481206,12,266,-1
481215,9,267,-18
481225,8,269,-3
481234,12,266,-10
481245,8,272,0
481255,11,265,-7
481264,12,267,-10
481274,6,270,-3
481285,12,267,2
481294,9,267,-11
481304,6,272,-3
481313,15,268,3
481324,8,268,-8
481334,4,276,-3
481343,14,264,-3
481353,11,266,-13
481363,7,273,-4
481373,13,269,-1
481383,13,262,-12
481392,9,268,-2
481402,13,267,-2
481413,12,265,-11
481422,8,271,-11
481432,12,266,1
481442,10,267,-11
481452,6,275,4
481462,10,266,-3
481472,8,270,-13
481481,14,270,2
481536,11,265,-7
481541,11,266,-1
481551,13,265,-11
481560,7,273,-3
481570,14,267,-1
481581,11,268,-14
481590,9,269,-1
481600,13,264,-13
481609,6,272,-3
481619,13,269,3
481630,9,271,-7
481639,5,273,-2
481649,14,266,-4
481659,9,272,-10
481669,10,266,-1
481679,7,269,-17
481688,6,273,-3
481698,17,262,-4
481709,8,272,-14
481718,11,269,-1
481728,10,266,-12
481738,12,270,0
481747,12,267,-9
481758,6,273,-7
481768,15,267,-1
481777,8,268,-11
481787,12,271,6
481797,11,266,-8
481807,7,272,-4
481817,13,263,-6
481826,7,271,-2
481837,14,267,-3
481847,7,270,-12
481856,12,265,0
481866,10,267,-10
481875,6,273,-6
481886,11,273,-2
481896,12,267,-12
481905,7,274,-6
481915,13,267,-1
481926,12,263,-12
481935,5,272,-10
481945,11,266,-2
481955,11,266,-13
481965,8,270,-16
481975,3,273,-1
481984,13,266,3
481994,11,269,-13
482004,6,273,-7
482014,12,267,2
482065,13,265,-6
482073,12,270,-1
482083,16,262,-3
482093,12,265,-16
482103,9,269,-1
482113,16,263,-2
482122,8,273,-12
482132,5,271,0
482143,10,268,-9
482152,10,268,-14
482162,6,274,-15
482171,11,275,3
482182,11,268,-5
482192,6,272,-6
482201,10,272,0
482211,12,267,-9
482222,6,271,-12
482231,7,273,-2
482241,12,267,-3
482250,13,265,-13
482260,4,275,-4
482271,9,272,-1
482280,7,269,-11
482290,6,271,-5
482300,14,270,2
482310,10,270,-11
482320,6,271,-4
482330,12,268,0
482339,10,266,-9
482350,5,270,-9
482359,3,271,1
482369,13,267,-9
482379,8,271,-7
482388,13,263,-7
482399,6,273,-12
482409,10,270,-2
482418,11,271,-14
482428,5,273,-3
482438,13,268,-10
482448,9,271,0
482458,9,268,-10
482467,8,272,-11
482478,12,269,4
482488,10,268,-8
482497,6,271,-3
482507,14,266,1
482518,10,268,-11
482527,7,276,-1
482537,16,265,-3
482546,6,271,-15
482595,8,268,-6
482596,7,268,-9
482606,14,266,-9
482616,9,270,-18
482625,12,269,-1
482635,16,263,-7
482646,7,273,-11
482655,7,273,-2
482665,14,269,-2
482675,11,267,-13
482684,6,271,-7
482695,15,265,-1
482705,10,266,-12
482714,5,273,-7
482724,11,268,0
482734,7,270,-8
482744,9,272,-1
482754,14,266,0
482763,6,272,-7
482774,4,274,-1
482784,13,263,-9
482793,6,272,-14
482803,13,266,-3
482813,8,268,-11
482823,8,275,1
482833,11,267,-7
482842,7,270,-10
482852,11,268,-3
482863,11,264,-12
482872,7,272,-3
482882,14,264,-2
482892,9,273,-14
482902,9,269,-2
482912,14,265,-2
482921,11,267,-16
482931,5,268,-4
482941,11,265,-10
482951,10,269,-10
482961,7,271,-2
482971,11,270,-1
482980,8,271,-12
482991,6,274,-2
483001,14,268,-4
483010,7,269,-10
483020,6,272,-5
483030,13,262,-13
483040,5,272,-13
483050,9,273,2
483059,9,270,-6
483069,9,273,-4
483118,7,266,-8
483119,9,262,-11
483129,7,269,-8
483138,10,270,-3
483148,15,265,-12
483159,7,270,-9
483168,11,272,0
483178,5,274,-5
483188,6,273,-1
483197,11,267,-16
483208,8,269,-5
483217,14,262,-10
483227,9,273,-8
483237,13,268,-2
483247,6,273,-9
483257,10,272,5
483267,6,274,-7
483276,8,274,-1
483287,14,264,-13
483296,3,275,1
483306,8,267,-7
483316,4,271,-5
483325,12,270,4
483336,7,271,-10
483346,7,273,-4
483355,16,263,-9
483365,5,273,-8
483376,11,268,-5
483385,8,270,-17
483395,7,274,3
483404,9,268,-9
483415,7,273,-12
483425,10,274,-2
483434,13,267,-7
483444,9,269,-9
483454,10,272,3
483464,12,265,-11
483474,2,273,-6
483483,11,268,1
483493,5,271,-7
483504,6,273,-5
483513,14,265,-6
483523,11,267,-12
483533,12,271,-3
483543,18,262,-8
483553,4,271,-6
483563,12,266,0
483572,8,268,-12
483582,5,275,-5
483592,10,273,0
483641,8,267,-7
483642,8,265,-1
483651,15,266,-5
483661,7,273,-6
483671,13,272,-2
483681,13,265,-9
483691,8,272,-7
483700,13,266,0
483710,6,272,-9
483721,6,274,-5
483730,15,264,-1
483740,11,266,-10
483750,10,272,-5
483760,17,261,-2
483770,10,269,-11
483779,4,273,0
483789,10,265,-9
483800,5,272,-10
483809,8,268,-3
483819,10,266,-13
483829,4,276,-2
483838,13,269,-2
483849,11,268,-8
483858,6,271,-3
483868,14,270,1
483878,12,267,-10
483888,3,273,-4
483898,13,269,-2
483908,9,270,-10
483917,11,271,-2
483928,11,271,-8
483938,8,270,-1
483947,16,267,1
483957,8,270,-8
483966,8,269,-1
483977,11,268,3
483987,9,266,-9
483996,8,273,-3
484006,14,263,0
484017,9,270,-3
484026,14,264,1
484036,9,269,-5
484045,9,274,-1
484056,13,264,1
484066,6,272,-6
484075,8,271,1
484085,14,265,-5
484096,10,268,-15
484105,9,276,4
484115,9,269,-6
484165,10,272,-5
484174,7,274,-11
484184,15,266,-2
484194,10,266,-9
484204,10,274,3
484213,11,269,-6
484224,5,269,-6
484234,11,271,-5
484243,14,263,-12
484253,4,270,-7
484262,12,268,3
484273,11,268,-11
484283,7,272,-6
484292,11,267,-1
484302,9,272,-12
484313,11,270,0
484322,7,272,-5
484332,9,268,-1
484341,12,263,-16
484352,4,267,-4
484362,11,265,-8
484371,9,273,-7
484381,12,268,0
484391,11,271,-11
484401,6,272,-5
484411,18,261,-8
484421,9,270,-15
484430,7,270,0
484441,13,266,-5
484450,9,269,-11
484460,8,274,-3
484470,13,266,-11
484480,7,273,-4
484490,13,269,-1
484500,6,272,-11
484509,0,274,-7
484519,15,265,-3
484529,10,266,-11
484539,10,275,0
484549,10,268,-3
484558,11,267,-13
484569,6,271,-3
484579,14,268,2
484588,7,272,-8
484598,9,269,2
484609,11,270,-6
484618,9,271,-13
484628,9,274,2
484637,9,268,-9
484647,7,273,-13
484696,8,266,-4
484697,12,268,-9
484707,14,271,5
484716,12,264,-10
484726,8,271,0
484737,11,265,-5
484746,10,266,-15
484756,12,271,4
484766,9,267,-4
484775,8,272,-7
484786,13,269,2
484796,9,271,-9
484805,8,273,0
484815,11,267,-9
484825,5,271,-2
484835,12,268,2
484845,8,270,-3
484854,9,275,0
484865,8,269,-10
484875,8,272,-6
484884,11,271,3
484894,14,266,-8
484903,6,271,-2
484914,13,264,0
484924,7,270,-8
484933,12,269,0
484943,10,270,-7
484954,6,274,1
484963,11,267,-4
484973,9,267,-8
484983,12,272,-2
484993,13,266,-9
485003,6,274,-6
485012,12,272,1
485022,9,269,-9
485032,7,272,-5
485042,15,266,-4
485052,8,270,-10
485062,10,272,0
485071,7,272,-6
485082,8,272,-5
485091,17,265,-5
485101,8,268,-11
485111,8,275,3
485121,12,267,-2
485131,8,271,-13
485141,12,270,4
485150,9,270,-6
485160,9,273,-3
485171,14,266,0
485218,9,266,-7
485220,6,268,-4
485229,8,290,-2
485239,14,262,-14
485250,7,273,0
485259,6,256,-5
485269,4,312,-7
485278,14,219,3
485288,5,290,-13
485299,22,263,-6
485308,12,259,-7
485318,5,271,-7
485328,10,279,3
485338,15,277,-11
485348,8,262,-7
485358,11,267,-2
485367,13,259,-10
485378,8,273,-4
485387,8,272,1
485397,6,261,-10
485407,9,279,-3
485416,16,266,-7
485427,6,274,-3
485437,12,259,0
485446,9,270,-7
485456,10,271,2
485467,13,261,-3
485476,10,273,-13
485486,8,274,0
485495,10,267,-6
485506,9,270,-14
485516,9,273,-4
485525,14,263,-7
485535,10,265,-16
485545,10,273,1
485555,11,270,0
485565,9,273,-7
485574,7,273,-10
485584,11,269,-3
485595,15,259,-13
485604,8,261,-8
485614,12,264,0
485624,8,282,-7
485634,11,284,7
485644,15,264,-11
485653,7,275,-5
485663,13,267,2
485673,10,268,-7
485683,6,272,6
485693,9,260,-6
485741,8,271,-6
485742,12,276,-9
485752,5,270,2
485762,8,263,-10
485772,7,271,-9
485782,14,265,-4
485791,8,271,-12
485801,11,278,3
485812,12,272,-9
485821,5,275,-6
485831,11,263,-5
485841,12,265,-14
485851,8,270,1
485861,11,264,-7
485870,5,274,-5
485880,14,270,1
485891,12,267,-12
485900,4,274,-6
485910,9,272,0
485920,7,271,-9
485929,9,272,-8
485940,14,268,-3
485949,15,264,-16
485959,8,273,-3
485969,15,265,1
